identity_line_item_id,identity_time_interval,bill_invoice_id,bill_billing_entity,bill_bill_type,bill_payer_account_id,bill_billing_period_start_date,bill_billing_period_end_date,line_item_usage_account_id,line_item_line_item_type,line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_availability_zone,line_item_resource_id,line_item_usage_amount,line_item_normalization_factor,line_item_normalized_usage_amount,line_item_currency_code,line_item_unblended_rate,line_item_unblended_cost,line_item_blended_rate,line_item_blended_cost,line_item_line_item_description,product_product_name,product_instance_type,product_region,product_availability_zone,product_tenancy,product_operating_system,product_service_code,resource_tags_user_team,resource_tags_user_environment,resource_tags_user_project,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,reservation_reservation_a_r_n,reservation_effective_cost,reservation_recurring_fee_for_usage,savings_plan_savings_plan_a_r_n,savings_plan_savings_plan_effective_cost,savings_plan_used_commitment
674,2026-04-20T00:00:00Z/2026-04-20T23:59:59Z,I-J4P2KXGWC9GCE1YH,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-20 22:30:29,2026-04-21 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1a,,24.39609471,1,24.39609471,USD,0.0000315068,0.0007543600,0.0000315068,0.0007543600,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1a,Shared,,AmazonS3,platform,staging,cloudspire,0.0007543600,0.0000315068,OnDemand,Hrs,,,,,,
675,2026-04-20T00:00:00Z/2026-04-20T23:59:59Z,I-TRSY4E19OXMDQ2G0,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-20 22:30:29,2026-04-21 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1b,,24.35169967,1,24.35169967,USD,0.0000116438,0.0003160500,0.0000116438,0.0003160500,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1b,Shared,,AmazonCloudFront,frontend,staging,web-portal,0.0003160500,0.0000116438,OnDemand,Hrs,,,,,,
676,2026-04-20T00:00:00Z/2026-04-20T23:59:59Z,I-NDUDA63FBJXM5GOW,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-20 22:30:29,2026-04-21 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1a,,23.16500728,1,23.16500728,USD,0.0600001200,1.2584036700,0.0600001200,1.2584036700,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1a,Shared,,AWSLambda,backend,production,ml-inference,1.2584036700,0.0600001200,OnDemand,Hrs,,,,,,
677,2026-04-20T00:00:00Z/2026-04-20T23:59:59Z,I-61UDKBAI96716O2X,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-20 22:30:29,2026-04-21 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1b,,23.48833094,1,23.48833094,USD,0.0000650000,0.0017019900,0.0000650000,0.0017019900,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1b,Shared,,AmazonDynamoDB,backend,staging,cloudspire,0.0017019900,0.0000650000,OnDemand,Hrs,,,,,,
678,2026-04-20T00:00:00Z/2026-04-20T23:59:59Z,I-P51YZE6KZU7BYSZZ,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-20 22:30:29,2026-04-21 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-znpoku4shswrknkq,23.70195935,1,23.70195935,USD,0.0170000000,0.3716597300,0.0170000000,0.3716597300,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,development,cloudspire,0.3716597300,0.0170000000,OnDemand,Hrs,,,,,,
679,2026-04-20T00:00:00Z/2026-04-20T23:59:59Z,I-HRZYO81JXS1WW1SQ,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-20 22:30:29,2026-04-21 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1a,,24.96011955,1,24.96011955,USD,0.0000273973,0.0006273100,0.0000273973,0.0006273100,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1a,Shared,,AWSDataTransfer,platform,production,web-portal,0.0006273100,0.0000273973,OnDemand,Hrs,,,,,,
680,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-2FLF5Z3HPIYCTEGO,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-tnyl96a2dvphm9w9,23.74590873,1,23.74590873,USD,0.0416000000,1.1338826100,0.0416000000,1.1338826100,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonEC2,backend,development,api-gateway,1.1338826100,0.0416000000,OnDemand,Hrs,,,,,,
681,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-X02HNNYUYFIJZO4E,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-6h9z6cequn1mvj1o,24.50290297,1,24.50290297,USD,0.0960000000,2.5082787600,0.0960000000,2.5082787600,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,backend,development,api-gateway,2.5082787600,0.0960000000,OnDemand,Hrs,,,,,,
682,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-APY2AVKL7BTKC7C7,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-gjf6vynszlxufcdc,16.25073197,1,16.25073197,USD,0.1700000000,2.6277704100,0.1700000000,2.6277704100,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,ml,staging,cloudspire,2.6277704100,0.1700000000,OnDemand,Hrs,,,,,,
683,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-YVDYO1L1QS1FWI2V,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1b,,23.15705857,1,23.15705857,USD,0.0000315068,0.0006352200,0.0000315068,0.0006352200,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1b,Shared,,AmazonS3,platform,staging,cloudspire,0.0006352200,0.0000315068,OnDemand,Hrs,,,,,,
684,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-TOSWP3C7XOJ7P9YN,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1c,,24.24585248,1,24.24585248,USD,0.0000116438,0.0002446700,0.0000116438,0.0002446700,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1c,Shared,,AmazonCloudFront,frontend,production,cloudspire,0.0002446700,0.0000116438,OnDemand,Hrs,,,,,,
685,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-F8FCP3X6KDD700F9,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1b,,24.54674269,1,24.54674269,USD,0.0600001200,1.5338671600,0.0600001200,1.5338671600,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1b,Shared,,AWSLambda,backend,production,api-gateway,1.5338671600,0.0600001200,OnDemand,Hrs,,,,,,
686,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-E7IB5F18DX0GPFH4,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-znyiwef9sa777bcv,22.97462473,1,22.97462473,USD,0.0170000000,0.4457689500,0.0170000000,0.4457689500,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,staging,api-gateway,0.4457689500,0.0170000000,OnDemand,Hrs,,,,,,
687,2026-04-21T00:00:00Z/2026-04-21T23:59:59Z,I-JXP96F0XZPYSY9D4,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-21 22:30:29,2026-04-22 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1b,,24.29697945,1,24.29697945,USD,0.0000273973,0.0007145100,0.0000273973,0.0007145100,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1b,Shared,,AWSDataTransfer,platform,development,api-gateway,0.0007145100,0.0000273973,OnDemand,Hrs,,,,,,
688,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-H3C46SFUD96R2PG5,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-8lsoiatsxp4maxbp,24.04239639,1,24.04239639,USD,0.0416000000,1.1213677100,0.0416000000,1.1213677100,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,production,ml-inference,1.1213677100,0.0416000000,OnDemand,Hrs,,,,,,
689,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-H7QEGQ1AGT2FGL6A,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1c,arn:aws:ec2:us-east-1:123456789012:instance/i-jlkf49s03ijkgjjl,24.42670965,1,24.42670965,USD,0.0960000000,2.2626124400,0.0960000000,2.2626124400,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1c,Shared,Linux,AmazonEC2,backend,staging,ml-inference,2.2626124400,0.0960000000,OnDemand,Hrs,,,,,,
690,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-P63127XQWI0P5E08,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1a,,24.08986998,1,24.08986998,USD,0.0000315068,0.0006649600,0.0000315068,0.0006649600,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1a,Shared,,AmazonS3,platform,staging,web-portal,0.0006649600,0.0000315068,OnDemand,Hrs,,,,,,
691,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-75EQX4H0IOV1X4FQ,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-6jpivje9bzvc1cgu,23.27468267,1,23.27468267,USD,0.0680000000,1.8075154800,0.0680000000,1.8075154800,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonRDS,backend,staging,data-pipeline,1.8075154800,0.0680000000,OnDemand,Hrs,,,,,,
692,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-KZKGSB49PNJF5MJ8,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1c,,22.80516672,1,22.80516672,USD,0.0000116438,0.0002700800,0.0000116438,0.0002700800,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1c,Shared,,AmazonCloudFront,frontend,staging,cloudspire,0.0002700800,0.0000116438,OnDemand,Hrs,,,,,,
693,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-LT7XIUYFSVGIPYGN,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1b,,24.96082507,1,24.96082507,USD,0.0600001200,1.6954302500,0.0600001200,1.6954302500,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1b,Shared,,AWSLambda,backend,production,web-portal,1.6954302500,0.0600001200,OnDemand,Hrs,,,,,,
694,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-JKHEZ6AXLL3GKCV0,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1a,,24.65807316,1,24.65807316,USD,0.0000650000,0.0014902600,0.0000650000,0.0014902600,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1a,Shared,,AmazonDynamoDB,backend,development,cloudspire,0.0014902600,0.0000650000,OnDemand,Hrs,,,,,,
695,2026-04-22T00:00:00Z/2026-04-22T23:59:59Z,I-11HY99QWCDK4QN9C,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-22 22:30:29,2026-04-23 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1a,,23.15214419,1,23.15214419,USD,0.0000273973,0.0005462600,0.0000273973,0.0005462600,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1a,Shared,,AWSDataTransfer,platform,development,cloudspire,0.0005462600,0.0000273973,OnDemand,Hrs,,,,,,
696,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-3P108TEVJXDLKE2L,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-p7ubfmlibgzbowqr,23.72799508,1,23.72799508,USD,0.0416000000,1.0618669500,0.0416000000,1.0618669500,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,development,web-portal,1.0618669500,0.0416000000,OnDemand,Hrs,,,,,,
697,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-57HU53FK0WCFVMG5,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1c,arn:aws:ec2:us-east-1:123456789012:instance/i-nbcd6nisv84sah1v,23.33688386,1,23.33688386,USD,0.0960000000,2.4630244900,0.0960000000,2.4630244900,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1c,Shared,Linux,AmazonEC2,backend,development,web-portal,2.4630244900,0.0960000000,OnDemand,Hrs,,,,,,
698,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-RG1AQAPK9Y361S7U,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-5vb2f3vrlmlab0j5,15.53862377,1,15.53862377,USD,0.1700000000,2.3092611100,0.1700000000,2.3092611100,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,ml,production,data-pipeline,2.3092611100,0.1700000000,OnDemand,Hrs,,,,,,
699,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-MP49TC78STVDHZES,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1a,,22.84479980,1,22.84479980,USD,0.0000315068,0.0006512000,0.0000315068,0.0006512000,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1a,Shared,,AmazonS3,platform,staging,api-gateway,0.0006512000,0.0000315068,OnDemand,Hrs,,,,,,
700,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-43MVGVRRB5VZ7P6W,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-ttosa2z6m5yv91os,24.29235465,1,24.29235465,USD,0.0680000000,1.5674909500,0.0680000000,1.5674909500,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonRDS,backend,development,api-gateway,1.5674909500,0.0680000000,OnDemand,Hrs,,,,,,
701,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-19NWHAYQRLMX5MG0,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1a,,24.67847934,1,24.67847934,USD,0.0000650000,0.0016953000,0.0000650000,0.0016953000,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1a,Shared,,AmazonDynamoDB,backend,development,ml-inference,0.0016953000,0.0000650000,OnDemand,Hrs,,,,,,
702,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-4KUHYZQ3VNJGEJLI,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-f1iojs1ma1y54t3u,25.02036118,1,25.02036118,USD,0.0170000000,0.4815808500,0.0170000000,0.4815808500,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,development,ml-inference,0.4815808500,0.0170000000,OnDemand,Hrs,,,,,,
703,2026-04-23T00:00:00Z/2026-04-23T23:59:59Z,I-FSPSK0ETO4WACQ55,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-23 22:30:29,2026-04-24 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1b,,24.89907020,1,24.89907020,USD,0.0000273973,0.0006793400,0.0000273973,0.0006793400,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1b,Shared,,AWSDataTransfer,platform,production,data-pipeline,0.0006793400,0.0000273973,OnDemand,Hrs,,,,,,
704,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-OMAEIY2W643VWU1D,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-wb558h23crv78jwt,23.65829271,1,23.65829271,USD,0.0416000000,0.9456773900,0.0416000000,0.9456773900,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,production,data-pipeline,0.9456773900,0.0416000000,OnDemand,Hrs,,,,,,
705,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-3GQ91JEQI3FA1X7S,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1a,arn:aws:ec2:us-east-1:123456789012:instance/i-4om1zehtn8ekid2t,24.31891625,1,24.31891625,USD,0.0960000000,2.1503310700,0.0960000000,2.1503310700,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1a,Shared,Linux,AmazonEC2,backend,development,api-gateway,2.1503310700,0.0960000000,OnDemand,Hrs,,,,,,
706,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-K0SKP2WRZKFQVSMV,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1c,arn:aws:ec2:us-east-1:123456789012:instance/i-mp0wr8uccrfwzybr,15.51820899,1,15.51820899,USD,0.1700000000,2.9990121700,0.1700000000,2.9990121700,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1c,Shared,Linux,AmazonEC2,ml,development,cloudspire,2.9990121700,0.1700000000,OnDemand,Hrs,,,,,,
707,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-81Y8LAG74BUU8V9H,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1a,,25.06562031,1,25.06562031,USD,0.0000315068,0.0007186000,0.0000315068,0.0007186000,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1a,Shared,,AmazonS3,platform,staging,data-pipeline,0.0007186000,0.0000315068,OnDemand,Hrs,,,,,,
708,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-XC0XZV6MD76LRQ1W,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-tenr43xoc9z6mpc6,24.05587667,1,24.05587667,USD,0.0680000000,1.4376157900,0.0680000000,1.4376157900,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonRDS,backend,production,web-portal,1.4376157900,0.0680000000,OnDemand,Hrs,,,,,,
709,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-7DXPAOPGI2AN4QE2,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1a,,24.55554295,1,24.55554295,USD,0.0600001200,1.2886153000,0.0600001200,1.2886153000,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1a,Shared,,AWSLambda,backend,production,web-portal,1.2886153000,0.0600001200,OnDemand,Hrs,,,,,,
710,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-6EJRK45PVINUKSQ2,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-4m0ml6q7rw71l5wi,25.05918649,1,25.05918649,USD,0.0170000000,0.3708560300,0.0170000000,0.3708560300,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,production,web-portal,0.3708560300,0.0170000000,OnDemand,Hrs,,,,,,
711,2026-04-24T00:00:00Z/2026-04-24T23:59:59Z,I-OBO5FH0EFYW7YKH3,AWS,Anniversary,123456789012,2026-03-31T18:30:00.000Z,2026-04-30T18:30:00.000Z,123456789012,Usage,2026-04-24 22:30:29,2026-04-25 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1c,,23.47268012,1,23.47268012,USD,0.0000273973,0.0007174500,0.0000273973,0.0007174500,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1c,Shared,,AWSDataTransfer,platform,development,cloudspire,0.0007174500,0.0000273973,OnDemand,Hrs,,,,,,
